109.121452034	76.1186482342
256.899830354	111.95331751
90.629957935	67.1242009151
143.995157719	79.5384762303
44.8511791088	74.2681625459
108.337963924	57.1684268955
63.7619517644	67.5748590761
104.431917239	78.6807332249
150.032551114	81.674346359
94.6465979971	70.6666159648
43.2521849204	51.6653890551
16.4547502116	68.7794980548
-38.0060860631	53.6217051971
28.8038816099	45.3882250003
93.1272321452	90.1259013852
48.6408963012	54.5870459207
354.337471017	151.408108773
2.19916934508	57.0778695697
226.310671898	118.876550817
-75.6542810939	25.3926609942
49.9364416266	61.1725004322
42.4956682032	55.7397719988
302.392769876	130.93713061
69.7623142828	83.3975089041
-56.0602502673	40.6152205692
244.980073966	83.2154961047
6.7639714436	48.0342539308
128.22218713	66.6325070357
229.459777882	120.284290392
57.3304820946	72.6445442943
78.7283290776	71.3376805134
127.391798321	66.4455477696
98.878156216	91.832331336
87.3042401158	68.4225191845
125.70841779	74.6372767835
351.225456048	134.319734141
94.7022468569	78.7848468661
106.244970714	87.9653086108
174.58230699	92.4428797198
123.094692041	74.7040026078
52.1623560048	82.4198516686
106.771689048	86.0696991478
80.7155031137	67.4920674437
175.623348975	102.617372043
97.3717112621	76.888287923
3.96429695775	47.413848986
74.5691119905	75.0662386303
188.758704989	102.571667839
215.010816581	94.7253830691
238.322340076	113.822135384
113.052157045	81.8512704858
96.0761143004	80.5470144658
16.494219702	55.0133011498
48.4402744455	56.2006830034
126.210804897	94.7041001964
94.2548931702	75.0293242018
278.542806923	125.395596715
-24.0101267566	44.8756609516
280.873872633	115.481620786
127.15754871	70.9015738827
-43.0362531786	41.8604622535
111.882565725	95.0985470296
2.39946928007	49.7952728517
163.016662883	98.2280461373
153.256597856	71.5590189019
90.8922294181	62.7013747864
184.324163867	99.5420590395
127.264336273	79.0798973416
96.4278643809	79.3295292674
307.483871916	135.647644934
140.457158395	90.5670067204
156.655221164	90.9012561954
56.5604647532	60.6667549767
-88.5790604338	22.8610248288
18.7285699324	61.3359276673
146.489259812	104.25574044
-95.5207482403	27.9426576839
98.6984305886	83.6756170717
1.65650561626	36.0377282339
203.456038709	94.6846330804
169.563219568	90.8989495608
61.6778270253	50.5414578887
41.34374098	47.8951657402
219.324521972	107.48373025
125.03838638	79.2342797134
188.883684931	100.797551231
26.71912321	68.5554216337
94.7949503878	95.6291447529
58.945213678	56.3301703487
241.412488695	115.809557437
246.662864222	125.902743747
52.8867693104	76.1709653194
254.716240732	105.127347636
154.870115138	97.9296520446
-71.9013059509	36.1413120204
88.8534647673	69.0588781273
160.027211132	87.5843376444
177.185040793	98.0998670845
50.9199400259	56.339572051
55.4566686217	63.1857769527
-22.4854637726	42.65098768
2.08118403311	63.4626451044
150.371533037	80.9568175183
218.492658138	113.542869763
246.636108616	109.313444847
117.402007832	74.1217278921
28.342885961	66.2599142339
111.607563698	71.454144284
41.4637609404	61.4301177968
371.143800051	120.321557789
137.709543735	72.7244603237
14.2763471909	62.0841088164
96.3362008792	80.3370003615
204.02727439	106.693693326
54.8520380288	60.267372967
120.308098738	80.7537769671
17.6936123289	54.9664874972
197.203347329	97.1019759184
233.67779775	109.956489281
148.201080883	90.2217985139
80.0116876	68.1863344101
37.562633182	54.6584946409
238.401327064	106.783513377
100.399476126	75.2734143502
145.571127884	97.1934416298
119.530822005	96.2022851856
122.681871782	87.9613286227
25.8524302168	53.3028939798
-85.4466112447	15.6263599287
-27.6565232071	43.9891200044
35.5356828794	33.618443491
83.816925348	81.8445045371
296.297873042	119.563358371
241.653353741	120.035193797
106.599077432	79.2662632247
115.290948752	73.4989599228
86.3712722245	60.0756507519
117.141467808	99.1102614552
165.739168033	101.284401297
-29.6067903338	41.5940921069
168.308297168	110.315539357
94.4601430462	73.8171310341
-37.2385780783	29.1846796339
48.2444791163	48.101419822
-15.2111517468	47.5437147939
212.946848714	98.392607339
115.782304341	86.6667366357
111.963526893	70.0975025631
236.780783934	100.200693053
28.3321618522	64.0188112535
141.122722908	92.9297114649
146.146400541	98.6376505384
95.5676646375	77.9536060757
106.558901897	76.2769543637
46.7831976946	64.2924325526
233.133513185	116.517108175
-101.897797028	13.6744021576
166.117452487	88.6795733037
58.5973638388	58.7932814361
53.5339447118	55.6430609277
201.868699232	113.05100974
21.9945321804	56.1016444423
385.673599712	153.644048684
-9.9360637125	46.635103971
414.963017886	146.701615085
103.663926927	60.9492951557
135.382337502	81.1666114184
20.5794552261	36.5790863612
-26.787884438	37.8064726867
164.800240902	90.4986977891
75.105123227	75.369966165
-12.1587475283	43.5793763007
-77.0606111088	23.5029501978
157.510018724	83.8234679828
111.482841233	70.8143068235
169.146453225	86.2874906026
129.301879624	72.6117484691
50.2928779089	75.7340928389
183.103220524	100.650534689
361.643610412	131.320045703
144.693414762	57.9212492237
11.940961622	70.2358826043
71.1543918075	64.7077022617
28.4322949648	60.3946898242
-69.1214664185	22.1384123165
199.107847746	93.2022317892
133.289930458	70.5313568075
218.519801742	107.824226412
40.0635055336	70.7768363193
244.480405494	110.344931847
-56.4487979575	18.2370370173
126.872488173	69.0794592904
238.980368152	116.121108443
55.2090657877	67.0311477398
112.952410835	83.9131735328
46.8449787627	44.7112212639
-7.52630404351	37.2574408232
77.135083783	67.1424094544
53.3144389648	62.7507068562
142.851505984	97.2330119087
-37.0359807497	52.3534030786
220.922361688	102.5406999
157.011344193	82.7262587067
122.929421137	79.265936581
133.314589239	96.1650483541
-2.74793628596	68.7730779676
245.969806408	109.882092193
104.756036952	93.0693754482
